level1	level2	level3	Name	gene_family
BRITE	signaling and cellular processes	CD molecules; Lectins; Pattern recognition receptors	C-type lectin domain family 4 member D	K10058
Organismal Systems	Immune system	C-type lectin receptor signaling pathway	C-type lectin domain family 4 member D	K10058
BRITE	signaling and cellular processes	Lectins; Pattern recognition receptors	C-type lectin superfamily 4 member G	K10061
BRITE	genetic information processing; signaling and cellular processes	Membrane trafficking; Lectins	collectin sub-family member 12	K10062
Cellular Processes	Transport and catabolism	Phagosome	collectin sub-family member 12	K10062
BRITE	signaling and cellular processes	Lectins	chondrolectin	K10078
BRITE	genetic information processing; signaling and cellular processes	Membrane trafficking; Lectins	lectin, mannose-binding 1	K10080
Genetic Information Processing	Folding, sorting and degradation	Protein processing in endoplasmic reticulum	lectin, mannose-binding 1	K10080
BRITE	genetic information processing; signaling and cellular processes	Membrane trafficking; Lectins	lectin, mannose-binding 2	K10082
Genetic Information Processing	Folding, sorting and degradation	Protein processing in endoplasmic reticulum	lectin, mannose-binding 2	K10082
BRITE	signaling and cellular processes	Lectins	ER degradation enhancer, mannosidase alpha-like 1	K10084
Genetic Information Processing	Folding, sorting and degradation	Protein processing in endoplasmic reticulum	ER degradation enhancer, mannosidase alpha-like 1	K10084
BRITE	signaling and cellular processes	Lectins	ER degradation enhancer, mannosidase alpha-like 2	K10085
Genetic Information Processing	Folding, sorting and degradation	Protein processing in endoplasmic reticulum	ER degradation enhancer, mannosidase alpha-like 2	K10085
BRITE	signaling and cellular processes	Lectins	ER degradation enhancer, mannosidase alpha-like 3	K10086
Genetic Information Processing	Folding, sorting and degradation	Protein processing in endoplasmic reticulum	ER degradation enhancer, mannosidase alpha-like 3	K10086
BRITE	signaling and cellular processes	Lectins	protein OS-9	K10088
Genetic Information Processing	Folding, sorting and degradation	Protein processing in endoplasmic reticulum	protein OS-9	K10088
BRITE	signaling and cellular processes	Transporters	nickel transport protein	K10094
Environmental Information Processing	Membrane transport	ABC transporters	nickel transport protein	K10094
BRITE	genetic information processing; signaling and cellular processes	Ubiquitin system; Lectins	F-box protein 2	K10099
Genetic Information Processing	Folding, sorting and degradation	Protein processing in endoplasmic reticulum; Ubiquitin mediated proteolysis	F-box protein 2	K10099
BRITE	genetic information processing; signaling and cellular processes	Ubiquitin system; Lectins	F-box protein 6	K10100
Genetic Information Processing	Folding, sorting and degradation	Protein processing in endoplasmic reticulum	F-box protein 6	K10100
BRITE	genetic information processing; signaling and cellular processes	Ubiquitin system; Lectins	F-box protein 27	K10102
BRITE	signaling and cellular processes	Lectins	ficolin	K10104
Metabolism	Metabolism of cofactors and vitamins	Lipoic acid metabolism	lipoyltransferase 1	K10105
Metabolism	Metabolism of cofactors and vitamins	Ubiquinone and other terpenoid-quinone biosynthesis	vitamin K-dependent gamma-carboxylase [EC:4.1.1.90]	K10106
BRITE	signaling and cellular processes	Transporters	capsular polysaccharide transport system permease protein	K10107
Environmental Information Processing	Membrane transport	ABC transporters	capsular polysaccharide transport system permease protein	K10107
BRITE	signaling and cellular processes	Transporters	maltose/maltodextrin transport system substrate-binding protein	K10108
Cellular Processes	Cell motility	Bacterial chemotaxis	maltose/maltodextrin transport system substrate-binding protein	K10108
Environmental Information Processing	Membrane transport	ABC transporters	maltose/maltodextrin transport system substrate-binding protein	K10108
BRITE	signaling and cellular processes	Transporters	maltose/maltodextrin transport system permease protein	K10109
Environmental Information Processing	Membrane transport	ABC transporters	maltose/maltodextrin transport system permease protein	K10109
BRITE	signaling and cellular processes	Transporters	maltose/maltodextrin transport system permease protein	K10110
Environmental Information Processing	Membrane transport	ABC transporters	maltose/maltodextrin transport system permease protein	K10110
BRITE	signaling and cellular processes	Transporters	multiple sugar transport system ATP-binding protein [EC:7.5.2.-]	K10111
Environmental Information Processing	Membrane transport	ABC transporters	multiple sugar transport system ATP-binding protein [EC:7.5.2.-]	K10111
BRITE	signaling and cellular processes	Transporters	multiple sugar transport system ATP-binding protein [EC:7.5.2.-]	K10112
Environmental Information Processing	Membrane transport	ABC transporters	multiple sugar transport system ATP-binding protein [EC:7.5.2.-]	K10112
BRITE	signaling and cellular processes	Transporters	raffinose/stachyose/melibiose transport system substrate-binding protein	K10117
Environmental Information Processing	Membrane transport	ABC transporters	raffinose/stachyose/melibiose transport system substrate-binding protein	K10117
BRITE	signaling and cellular processes	Transporters	raffinose/stachyose/melibiose transport system permease protein	K10118
Environmental Information Processing	Membrane transport	ABC transporters	raffinose/stachyose/melibiose transport system permease protein	K10118
BRITE	signaling and cellular processes	Transporters	raffinose/stachyose/melibiose transport system permease protein	K10119
Environmental Information Processing	Membrane transport	ABC transporters	raffinose/stachyose/melibiose transport system permease protein	K10119
BRITE	signaling and cellular processes	Transporters	fructooligosaccharide transport system substrate-binding protein	K10120
BRITE	signaling and cellular processes	Transporters	fructooligosaccharide transport system permease protein	K10121
BRITE	signaling and cellular processes	Transporters	fructooligosaccharide transport system permease protein	K10122
BRITE	signaling and cellular processes	Transporters	putative ferrous iron transport protein C	K10123
BRITE	signaling and cellular processes	Transporters	carbohydrate-specific outer membrane porin	K10124
BRITE	metabolism; signaling and cellular processes	Protein kinases; Two-component system	two-component system, NtrC family, C4-dicarboxylate transport sensor histidine kinase DctB [EC:2.7.13.3]	K10125
Environmental Information Processing	Signal transduction	Two-component system	two-component system, NtrC family, C4-dicarboxylate transport sensor histidine kinase DctB [EC:2.7.13.3]	K10125
BRITE	signaling and cellular processes	Two-component system	two-component system, NtrC family, C4-dicarboxylate transport response regulator DctD	K10126
Environmental Information Processing	Signal transduction	Two-component system	two-component system, NtrC family, C4-dicarboxylate transport response regulator DctD	K10126
Cellular Processes	Cell growth and death	p53 signaling pathway	tumor protein p53-inducible protein 3 [EC:1.-.-.-]	K10133
Cellular Processes	Cell growth and death	p53 signaling pathway	etoposide-induced 2.4 mRNA	K10134
BRITE	genetic information processing	DNA repair and recombination proteins; Ubiquitin system	DNA damage-binding protein 2	K10140
Cellular Processes	Cell growth and death	p53 signaling pathway	DNA damage-binding protein 2	K10140
Genetic Information Processing	Folding, sorting and degradation; Replication and repair	Ubiquitin mediated proteolysis; Nucleotide excision repair	DNA damage-binding protein 2	K10140
Human Diseases	Cancer: overview; Cancer: specific types; Infectious disease: viral	Pathways in cancer; Transcriptional misregulation in cancer; Basal cell carcinoma; Breast cancer; Chronic myeloid leukemia; Colorectal cancer; Endometrial cancer; Gastric cancer; Glioma; Hepatocellular carcinoma; Melanoma; Non-small cell lung cancer; Pancreatic cancer; Small cell lung cancer; Thyroid cancer; Epstein-Barr virus infection; Hepatitis B	DNA damage-binding protein 2	K10140
Cellular Processes	Cell growth and death	p53 signaling pathway	sestrin 1/3	K10141
Organismal Systems	Aging	Longevity regulating pathway	sestrin 1/3	K10141
BRITE	genetic information processing	Membrane trafficking	metalloreductase STEAP3 [EC:1.16.1.-]	K10142
Cellular Processes	Cell growth and death	Ferroptosis; p53 signaling pathway	metalloreductase STEAP3 [EC:1.16.1.-]	K10142
BRITE	genetic information processing	Ubiquitin system	E3 ubiquitin-protein ligase RFWD2 [EC:2.3.2.27]	K10143
Cellular Processes	Cell growth and death	p53 signaling pathway	E3 ubiquitin-protein ligase RFWD2 [EC:2.3.2.27]	K10143
Genetic Information Processing	Folding, sorting and degradation	Ubiquitin mediated proteolysis	E3 ubiquitin-protein ligase RFWD2 [EC:2.3.2.27]	K10143
Organismal Systems	Environmental adaptation	Circadian rhythm - plant	E3 ubiquitin-protein ligase RFWD2 [EC:2.3.2.27]	K10143
BRITE	genetic information processing	Ubiquitin system	RING finger and CHY zinc finger domain-containing protein 1 [EC:2.3.2.27]	K10144
Cellular Processes	Cell growth and death	p53 signaling pathway	RING finger and CHY zinc finger domain-containing protein 1 [EC:2.3.2.27]	K10144
Genetic Information Processing	Folding, sorting and degradation	Ubiquitin mediated proteolysis	RING finger and CHY zinc finger domain-containing protein 1 [EC:2.3.2.27]	K10144
Human Diseases	Infectious disease: viral	Measles	RING finger and CHY zinc finger domain-containing protein 1 [EC:2.3.2.27]	K10144
Cellular Processes	Cell growth and death	p53 signaling pathway	cyclin G2	K10146
Environmental Information Processing	Signal transduction	FoxO signaling pathway	cyclin G2	K10146
BRITE	metabolism	Protein phosphatases and associated proteins	protein phosphatase 1D [EC:3.1.3.16]	K10147
Cellular Processes	Cell growth and death	p53 signaling pathway	protein phosphatase 1D [EC:3.1.3.16]	K10147
BRITE	genetic information processing	Transcription factors	tumor protein p63	K10149
Cellular Processes	Cell growth and death	Apoptosis - fly	tumor protein p63	K10149
Environmental Information Processing	Signal transduction	Hippo signaling pathway - fly	tumor protein p63	K10149
Human Diseases	Cancer: overview	MicroRNAs in cancer	tumor protein p63	K10149
Metabolism	Amino acid metabolism; Energy metabolism	Cysteine and methionine metabolism; Glycine, serine and threonine metabolism; Sulfur metabolism	cysteine synthase / O-phosphoserine sulfhydrylase / cystathionine beta-synthase [EC:2.5.1.47 2.5.1.65 4.2.1.22]	K10150
Cellular Processes	Cell growth and death; Cellular community - eukaryotes	Cell cycle; Cellular senescence; p53 signaling pathway; Focal adhesion	G1/S-specific cyclin-D2	K10151
Environmental Information Processing	Signal transduction	FoxO signaling pathway; Hedgehog signaling pathway; Hippo signaling pathway; JAK-STAT signaling pathway; PI3K-Akt signaling pathway; Wnt signaling pathway	G1/S-specific cyclin-D2	K10151
Human Diseases	Cancer: overview; Infectious disease: viral	MicroRNAs in cancer; Pathways in cancer; Transcriptional misregulation in cancer; Viral carcinogenesis; Epstein-Barr virus infection; Human T-cell leukemia virus 1 infection; Human papillomavirus infection; Measles	G1/S-specific cyclin-D2	K10151
Organismal Systems	Endocrine system	Prolactin signaling pathway	G1/S-specific cyclin-D2	K10151
Metabolism	Metabolism of terpenoids and polyketides	Sesquiterpenoid and triterpenoid biosynthesis	epi-isozizaene synthase [EC:4.2.3.37]	K10156
BRITE	metabolism	Glycosyltransferases	galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase 2 [EC:2.4.1.135]	K10157
Metabolism	Glycan biosynthesis and metabolism	Mannose type O-glycan biosynthesis	galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase 2 [EC:2.4.1.135]	K10157
BRITE	metabolism	Glycosyltransferases	galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase 3 [EC:2.4.1.135]	K10158
Metabolism	Glycan biosynthesis and metabolism	Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate; Glycosaminoglycan biosynthesis - heparan sulfate / heparin	galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase 3 [EC:2.4.1.135]	K10158
BRITE	genetic information processing	Transcription factors	forkhead box P3	K10163
Human Diseases	Immune disease	Inflammatory bowel disease	forkhead box P3	K10163
Organismal Systems	Immune system	Th17 cell differentiation	forkhead box P3	K10163
BRITE	genetic information processing	Transcription factors	brachyury protein	K10172
BRITE	genetic information processing	Transcription factors	T-box protein 1	K10175
BRITE	genetic information processing	Transcription factors	T-box protein 2	K10176
Environmental Information Processing	Signal transduction	MAPK signaling pathway - fly	T-box protein 2	K10176
BRITE	genetic information processing	Messenger RNA biogenesis; Transcription factors	T-box protein 6	K10180
BRITE	genetic information processing	Transcription factors	T-box protein 20	K10185
Metabolism	Metabolism of terpenoids and polyketides	Sesquiterpenoid and triterpenoid biosynthesis	germacradienol/geosmin synthase [EC:4.2.3.22 4.2.3.75 4.1.99.16]	K10187
BRITE	signaling and cellular processes	Transporters	lactose/L-arabinose transport system substrate-binding protein	K10188
Environmental Information Processing	Membrane transport	ABC transporters	lactose/L-arabinose transport system substrate-binding protein	K10188
BRITE	signaling and cellular processes	Transporters	lactose/L-arabinose transport system permease protein	K10189
Environmental Information Processing	Membrane transport	ABC transporters	lactose/L-arabinose transport system permease protein	K10189
BRITE	signaling and cellular processes	Transporters	lactose/L-arabinose transport system permease protein	K10190
Environmental Information Processing	Membrane transport	ABC transporters	lactose/L-arabinose transport system permease protein	K10190
BRITE	signaling and cellular processes	Transporters	lactose/L-arabinose transport system ATP-binding protein	K10191
Environmental Information Processing	Membrane transport	ABC transporters	lactose/L-arabinose transport system ATP-binding protein	K10191
BRITE	signaling and cellular processes	Transporters	oligogalacturonide transport system substrate-binding protein	K10192
Environmental Information Processing	Membrane transport	ABC transporters	oligogalacturonide transport system substrate-binding protein	K10192
BRITE	signaling and cellular processes	Transporters	oligogalacturonide transport system permease protein	K10193
Environmental Information Processing	Membrane transport	ABC transporters	oligogalacturonide transport system permease protein	K10193
BRITE	signaling and cellular processes	Transporters	oligogalacturonide transport system permease protein	K10194
Environmental Information Processing	Membrane transport	ABC transporters	oligogalacturonide transport system permease protein	K10194
BRITE	signaling and cellular processes	Transporters	oligogalacturonide transport system ATP-binding protein	K10195
Environmental Information Processing	Membrane transport	ABC transporters	oligogalacturonide transport system ATP-binding protein	K10195
BRITE	signaling and cellular processes	Transporters	glucose/arabinose transport system substrate-binding protein	K10196
Environmental Information Processing	Membrane transport	ABC transporters	glucose/arabinose transport system substrate-binding protein	K10196
BRITE	signaling and cellular processes	Transporters	glucose/arabinose transport system permease protein	K10197
Environmental Information Processing	Membrane transport	ABC transporters	glucose/arabinose transport system permease protein	K10197
BRITE	signaling and cellular processes	Transporters	glucose/arabinose transport system permease protein	K10198
Environmental Information Processing	Membrane transport	ABC transporters	glucose/arabinose transport system permease protein	K10198
BRITE	signaling and cellular processes	Transporters	glucose/arabinose transport system ATP-binding protein	K10199
Environmental Information Processing	Membrane transport	ABC transporters	glucose/arabinose transport system ATP-binding protein	K10199
BRITE	signaling and cellular processes	Transporters	N-acetylglucosamine transport system substrate-binding protein	K10200
Environmental Information Processing	Membrane transport	ABC transporters	N-acetylglucosamine transport system substrate-binding protein	K10200
BRITE	signaling and cellular processes	Transporters	N-acetylglucosamine transport system permease protein	K10201
Environmental Information Processing	Membrane transport	ABC transporters	N-acetylglucosamine transport system permease protein	K10201
BRITE	signaling and cellular processes	Transporters	N-acetylglucosamine transport system permease protein	K10202
Environmental Information Processing	Membrane transport	ABC transporters	N-acetylglucosamine transport system permease protein	K10202
BRITE	metabolism	Amino acid related enzymes	LL-diaminopimelate aminotransferase [EC:2.6.1.83]	K10206
Metabolism	Amino acid metabolism	Lysine biosynthesis	LL-diaminopimelate aminotransferase [EC:2.6.1.83]	K10206
Metabolism	Lipid metabolism	Steroid hormone biosynthesis	testosterone 17beta-dehydrogenase (NADP+) [EC:1.1.1.64]	K10207
BRITE	metabolism	Prenyltransferases	4,4'-diapophytoene synthase [EC:2.5.1.96]	K10208
Metabolism	Metabolism of terpenoids and polyketides	Carotenoid biosynthesis	4,4'-diapophytoene synthase [EC:2.5.1.96]	K10208
Metabolism	Metabolism of terpenoids and polyketides	Carotenoid biosynthesis	4,4'-diapophytoene desaturase [EC:1.3.8.2]	K10209
Metabolism	Metabolism of terpenoids and polyketides	Carotenoid biosynthesis	diapolycopene oxygenase [EC:1.14.99.44]	K10210
Metabolism	Metabolism of terpenoids and polyketides	Carotenoid biosynthesis	4,4'-diaponeurosporenoate glycosyltransferase [EC:2.4.1.-]	K10211
Metabolism	Metabolism of terpenoids and polyketides	Carotenoid biosynthesis	glycosyl-4,4'-diaponeurosporenoate acyltransferase [EC:2.3.1.-]	K10212
Metabolism	Nucleotide metabolism	Pyrimidine metabolism	ribosylpyrimidine nucleosidase [EC:3.2.2.8]	K10213
Metabolism	Xenobiotics biodegradation and metabolism	Aminobenzoate degradation	monooxygenase [EC:1.14.13.-]	K10215
Metabolism	Xenobiotics biodegradation and metabolism	Benzoate degradation; Styrene degradation; Xylene degradation	2-hydroxymuconate-semialdehyde hydrolase [EC:3.7.1.9]	K10216
Metabolism	Amino acid metabolism; Xenobiotics biodegradation and metabolism	Tryptophan metabolism; Benzoate degradation; Xylene degradation	aminomuconate-semialdehyde/2-hydroxymuconate-6-semialdehyde dehydrogenase [EC:1.2.1.32 1.2.1.85]	K10217
Metabolism	Carbohydrate metabolism; Xenobiotics biodegradation and metabolism	C5-Branched dibasic acid metabolism; Benzoate degradation	4-hydroxy-4-methyl-2-oxoglutarate aldolase [EC:4.1.3.17]	K10218
Metabolism	Amino acid metabolism; Xenobiotics biodegradation and metabolism	Tyrosine metabolism; Aminobenzoate degradation; Benzoate degradation	2-hydroxy-4-carboxymuconate semialdehyde hemiacetal dehydrogenase [EC:1.1.1.312]	K10219
Metabolism	Xenobiotics biodegradation and metabolism	Benzoate degradation	4-oxalmesaconate hydratase [EC:4.2.1.83]	K10220
Metabolism	Xenobiotics biodegradation and metabolism	Aminobenzoate degradation; Benzoate degradation	2-pyrone-4,6-dicarboxylate lactonase [EC:3.1.1.57]	K10221
Metabolism	Xenobiotics biodegradation and metabolism	Dioxin degradation	2,6-dioxo-6-phenylhexa-3-enoate hydrolase [EC:3.7.1.8]	K10222
BRITE	metabolism	Lipid biosynthesis proteins	acyl-CoA 6-desaturase (Delta-6 desaturase) [EC:1.14.19.3]	K10226
Metabolism	Lipid metabolism	Biosynthesis of unsaturated fatty acids; alpha-Linolenic acid metabolism	acyl-CoA 6-desaturase (Delta-6 desaturase) [EC:1.14.19.3]	K10226
Organismal Systems	Endocrine system	PPAR signaling pathway	acyl-CoA 6-desaturase (Delta-6 desaturase) [EC:1.14.19.3]	K10226
BRITE	signaling and cellular processes	Transporters	polyol transport system substrate-binding protein	K10227
Environmental Information Processing	Membrane transport	ABC transporters	polyol transport system substrate-binding protein	K10227
BRITE	signaling and cellular processes	Transporters	polyol transport system permease protein	K10228
Environmental Information Processing	Membrane transport	ABC transporters	polyol transport system permease protein	K10228
BRITE	signaling and cellular processes	Transporters	polyol transport system permease protein	K10229
Environmental Information Processing	Membrane transport	ABC transporters	polyol transport system permease protein	K10229
Other	metabolism	Enzymes with EC numbers	kojibiose phosphorylase [EC:2.4.1.230]	K10231
BRITE	signaling and cellular processes	Transporters	alpha-glucoside transport system substrate-binding protein	K10232
Environmental Information Processing	Membrane transport	ABC transporters	alpha-glucoside transport system substrate-binding protein	K10232
BRITE	signaling and cellular processes	Transporters	alpha-glucoside transport system permease protein	K10233
Environmental Information Processing	Membrane transport	ABC transporters	alpha-glucoside transport system permease protein	K10233
BRITE	signaling and cellular processes	Transporters	alpha-glucoside transport system permease protein	K10234
Environmental Information Processing	Membrane transport	ABC transporters	alpha-glucoside transport system permease protein	K10234
BRITE	signaling and cellular processes	Transporters	alpha-glucoside transport system ATP-binding protein	K10235
Environmental Information Processing	Membrane transport	ABC transporters	alpha-glucoside transport system ATP-binding protein	K10235
BRITE	signaling and cellular processes	Transporters	trehalose/maltose transport system substrate-binding protein	K10236
Environmental Information Processing	Membrane transport	ABC transporters	trehalose/maltose transport system substrate-binding protein	K10236
BRITE	signaling and cellular processes	Transporters	trehalose/maltose transport system permease protein	K10237
Environmental Information Processing	Membrane transport	ABC transporters	trehalose/maltose transport system permease protein	K10237
BRITE	signaling and cellular processes	Transporters	trehalose/maltose transport system permease protein	K10238
Environmental Information Processing	Membrane transport	ABC transporters	trehalose/maltose transport system permease protein	K10238
BRITE	signaling and cellular processes	Transporters	cellobiose transport system substrate-binding protein	K10240
Environmental Information Processing	Membrane transport	ABC transporters	cellobiose transport system substrate-binding protein	K10240
BRITE	signaling and cellular processes	Transporters	cellobiose transport system permease protein	K10241
Environmental Information Processing	Membrane transport	ABC transporters	cellobiose transport system permease protein	K10241
BRITE	signaling and cellular processes	Transporters	cellobiose transport system permease protein	K10242
Environmental Information Processing	Membrane transport	ABC transporters	cellobiose transport system permease protein	K10242
BRITE	metabolism	Lipid biosynthesis proteins	elongation of very long chain fatty acids protein 4 [EC:2.3.1.199]	K10249
Metabolism	Lipid metabolism	Biosynthesis of unsaturated fatty acids; Fatty acid elongation	elongation of very long chain fatty acids protein 4 [EC:2.3.1.199]	K10249
BRITE	metabolism	Lipid biosynthesis proteins	elongation of very long chain fatty acids protein 7 [EC:2.3.1.199]	K10250
Metabolism	Lipid metabolism	Biosynthesis of unsaturated fatty acids; Fatty acid elongation	elongation of very long chain fatty acids protein 7 [EC:2.3.1.199]	K10250
BRITE	metabolism	Lipid biosynthesis proteins	17beta-estradiol 17-dehydrogenase / very-long-chain 3-oxoacyl-CoA reductase [EC:1.1.1.62 1.1.1.330]	K10251
Metabolism	Lipid metabolism	Biosynthesis of unsaturated fatty acids; Fatty acid elongation; Steroid hormone biosynthesis	17beta-estradiol 17-dehydrogenase / very-long-chain 3-oxoacyl-CoA reductase [EC:1.1.1.62 1.1.1.330]	K10251
Other	metabolism	Enzymes with EC numbers	beta,beta-carotene 9',10'-dioxygenase [EC:1.13.11.71]	K10252
Other	metabolism	Enzymes with EC numbers	DOPA 4,5-dioxygenase [EC:1.14.99.-]	K10253
Other	metabolism	Enzymes with EC numbers	oleate hydratase [EC:4.2.1.53]	K10254
BRITE	metabolism	Lipid biosynthesis proteins	acyl-lipid omega-6 desaturase (Delta-12 desaturase) [EC:1.14.19.23 1.14.19.45]	K10255
Environmental Information Processing	Signal transduction	Two-component system	acyl-lipid omega-6 desaturase (Delta-12 desaturase) [EC:1.14.19.23 1.14.19.45]	K10255
BRITE	metabolism	Lipid biosynthesis proteins	omega-6 fatty acid desaturase / acyl-lipid omega-6 desaturase (Delta-12 desaturase) [EC:1.14.19.6 1.14.19.22]	K10256
Metabolism	Lipid metabolism	Biosynthesis of unsaturated fatty acids	omega-6 fatty acid desaturase / acyl-lipid omega-6 desaturase (Delta-12 desaturase) [EC:1.14.19.6 1.14.19.22]	K10256
BRITE	metabolism	Lipid biosynthesis proteins	acyl-lipid omega-3 desaturase [EC:1.14.19.25 1.14.19.35 1.14.19.36]	K10257
BRITE	metabolism	Lipid biosynthesis proteins	very-long-chain enoyl-CoA reductase [EC:1.3.1.93]	K10258
Metabolism	Lipid metabolism	Biosynthesis of unsaturated fatty acids; Fatty acid elongation	very-long-chain enoyl-CoA reductase [EC:1.3.1.93]	K10258
BRITE	genetic information processing	Membrane trafficking; Ubiquitin system	F-box and WD-40 domain protein 7	K10260
Genetic Information Processing	Folding, sorting and degradation	Ubiquitin mediated proteolysis	F-box and WD-40 domain protein 7	K10260
BRITE	genetic information processing	Ubiquitin system	F-box and WD-40 domain protein 4	K10262
BRITE	genetic information processing	Chromosome and associated proteins; Ubiquitin system	F-box and WD-40 domain protein 5	K10263
BRITE	genetic information processing	Ubiquitin system	F-box and WD-40 domain protein 9	K10265
BRITE	genetic information processing	Ubiquitin system	F-box and WD-40 domain protein 12/13/14/15/16/17/19	K10267
BRITE	genetic information processing	Ubiquitin system	F-box and leucine-rich repeat protein 2/20	K10268
BRITE	genetic information processing	Mitochondrial biogenesis; Ubiquitin system	F-box and leucine-rich repeat protein 4	K10270
BRITE	genetic information processing	Ubiquitin system	F-box and leucine-rich repeat protein 6	K10272
BRITE	genetic information processing	Ubiquitin system	F-box and leucine-rich repeat protein 7	K10273
BRITE	genetic information processing	Ubiquitin system	F-box and leucine-rich repeat protein 9	K10275
BRITE	genetic information processing	Chromosome and associated proteins; Transcription factors; Ubiquitin system	F-box and leucine-rich repeat protein 10/11 [EC:1.14.11.27]	K10276
Genetic Information Processing	Chromosome	Polycomb repressive complex	F-box and leucine-rich repeat protein 10/11 [EC:1.14.11.27]	K10276
BRITE	genetic information processing	Ribosome biogenesis	[protein]-arginine 3-hydroxylase / protease [EC:1.14.11.73 3.4.-.-]	K10277
BRITE	genetic information processing; signaling and cellular processes	Ubiquitin system; Cilium and associated proteins	dynein regulatory complex subunit 6	K10279
BRITE	genetic information processing	Ubiquitin system	F-box and leucine-rich repeat protein 14	K10280
BRITE	genetic information processing	Ubiquitin system	F-box and leucine-rich repeat protein 15	K10281
BRITE	genetic information processing	Ubiquitin system	F-box and leucine-rich repeat protein 16	K10282
BRITE	genetic information processing	Ubiquitin system	F-box protein 3	K10290
BRITE	genetic information processing	Ubiquitin system	F-box protein 7	K10293
BRITE	genetic information processing	Ubiquitin system	F-box protein 9	K10295
BRITE	genetic information processing	Ubiquitin system	F-box protein 11	K10297
BRITE	genetic information processing	Ubiquitin system	F-box DNA helicase 1 [EC:5.6.2.4]	K10300
BRITE	genetic information processing	Ubiquitin system	F-box protein 21	K10301
BRITE	genetic information processing	Ubiquitin system	F-box protein 25/32	K10305
Environmental Information Processing	Signal transduction	FoxO signaling pathway	F-box protein 25/32	K10305
BRITE	genetic information processing	Ubiquitin system	F-box protein 28	K10306
BRITE	genetic information processing	Ubiquitin system	F-box protein 33	K10310
BRITE	genetic information processing	Ubiquitin system	F-box protein 39	K10314
BRITE	genetic information processing	Ubiquitin system	F-box protein 42	K10317
BRITE	genetic information processing	Ubiquitin system	F-box protein 45	K10319
BRITE	genetic information processing	Ubiquitin system	ankyrin repeat and SOCS box protein 2	K10324
BRITE	genetic information processing	Ubiquitin system	ankyrin repeat and SOCS box protein 3	K10325
BRITE	genetic information processing	Ubiquitin system	ankyrin repeat and SOCS box protein 10	K10332
BRITE	genetic information processing	Ubiquitin system	ankyrin repeat and SOCS box protein 14	K10336
BRITE	genetic information processing	Ubiquitin system	ankyrin repeat and SOCS box protein 16	K10338
BRITE	genetic information processing	Ubiquitin system	ankyrin repeat and SOCS box protein 17	K10339
BRITE	genetic information processing	Ubiquitin system	ankyrin repeat and SOCS box protein 18	K10340
BRITE	genetic information processing	Ubiquitin system	SPRY domain-containing SOCS box protein 1/4	K10343
BRITE	genetic information processing	Ubiquitin system	SPRY domain-containing SOCS box protein 3	K10345
BRITE	genetic information processing	Ubiquitin system	LRR-repeat protein 1	K10348
BRITE	genetic information processing	Ubiquitin system	protein fem-1 homolog B	K10349
BRITE	genetic information processing	Ubiquitin system	Zyg-11 protein	K10350
BRITE	signaling and cellular processes	Cytoskeleton proteins	myosin regulatory light chain 2	K10351
Cellular Processes	Cell motility; Cellular community - eukaryotes	Cytoskeleton in muscle cells; Motor proteins; Regulation of actin cytoskeleton; Adherens junction; Focal adhesion; Tight junction	myosin regulatory light chain 2	K10351
Environmental Information Processing	Signal transduction	Apelin signaling pathway	myosin regulatory light chain 2	K10351
Human Diseases	Cardiovascular disease; Infectious disease: bacterial	Dilated cardiomyopathy; Hypertrophic cardiomyopathy; Salmonella infection; Shigellosis	myosin regulatory light chain 2	K10351
Organismal Systems	Circulatory system; Immune system	Adrenergic signaling in cardiomyocytes; Cardiac muscle contraction; Leukocyte transendothelial migration	myosin regulatory light chain 2	K10351
BRITE	signaling and cellular processes	Cytoskeleton proteins; Exosome	myosin heavy chain 9/10/11/14	K10352
Cellular Processes	Cell motility; Cellular community - eukaryotes	Cytoskeleton in muscle cells; Motor proteins; Regulation of actin cytoskeleton; Tight junction	myosin heavy chain 9/10/11/14	K10352
Human Diseases	Infectious disease: bacterial	Pathogenic Escherichia coli infection	myosin heavy chain 9/10/11/14	K10352
Organismal Systems	Circulatory system	Vascular smooth muscle contraction	myosin heavy chain 9/10/11/14	K10352
Metabolism	Nucleotide metabolism	Purine metabolism	deoxyadenosine kinase [EC:2.7.1.76]	K10353
BRITE	signaling and cellular processes	Cytoskeleton proteins	actin, alpha skeletal muscle	K10354
Cellular Processes	Cell motility	Cytoskeleton in muscle cells; Motor proteins	actin, alpha skeletal muscle	K10354
BRITE	signaling and cellular processes	Cytoskeleton proteins	actin, other eukaryote	K10355
Cellular Processes	Cell motility	Motor proteins	actin, other eukaryote	K10355
BRITE	genetic information processing; metabolism; signaling and cellular processes	Chromosome and associated proteins; Membrane trafficking; Protein phosphatases and associated proteins; Cytoskeleton proteins; Exosome	myosin I	K10356
Cellular Processes	Cell motility	Motor proteins	myosin I	K10356
Human Diseases	Infectious disease: bacterial	Pathogenic Escherichia coli infection	myosin I	K10356
BRITE	genetic information processing; signaling and cellular processes	Membrane trafficking; Messenger RNA biogenesis; Mitochondrial biogenesis; Cytoskeleton proteins	myosin V	K10357
